comment,label
Allahım sən əsgərlərimizi qoru Sən Qarabağda şanlı bayrağımızı dalğalandırmağı bizə nəsib elə yarəbbim Amin,2
İRELİ AZERBAYCAN ESGERİ ♥️🇦🇿,2
Az kaldı Şuşa gelir Turan ordusu!,2
Yaşasın Turan ordusu,2
canimizdi  susa. insallah.  Azerbaycan ordusu  Susanida  alar..  amin allah......,2
Allahim sen ordumuza komek ol,2
Allahu Akbar Allah ordumuzu esgerlerimizi qorusun Tezlikle gozlediyimiz en boyuk qələbəni esidərik amin amin amin🕋🇦🇿🤲,2
Hayastane- digastane geliriiik!,2
Hec kim yoxdu 😁😁😁,2
Gelirik insallah qarabaqimiza susaya yasasin butun esgerlerimiz,2
Qacin qacin qasim gelir yoldan cixin azerbaycan gelir😁👍✊🇵🇰🇹🇷🇦🇿,2
Allah komek olsun milletime Amin 🤲🤲🤲,2
inşaallah elə bu gecə Şuşaya AZƏRBAYCAN bayrağını sancariq. Yaşasın Azərbaycan və bizə yardım edən bütün xalqlar. Əksik ermənilərə sübut edəcəyik ki onlar qorxaqdilar biz isə mərd millətik,2
İnşallah şuşada cidir duzunde yalli gedib paylaşariq,2
Daqidine ermenisdani Yasasin turk azeri qardasliqi. Allah size komek olsun .sizleri qorusun .amin.,2
vetenimiz🤭😍😍😍,2
İnsallah qarabagi temmiz alacayix,2
Allah esgerlerimizi qorusun,2
Yaşasın Azərbaycan Türkiyə ordusu Allah sizi qorusun Amin 🤲 güc birlikdədir Türk ordusu qalıb gələcək,2
gözəl kardeşim hərənin bir düşncə tərzi var İmam Hüseyində Peyğənbərmizin nəvəsidi biz Peyğənbərlərdə sevrik imamlarmizda sevrik .Biz Azərbaycanlilar Peyğənbərlərdə İmamlarda eyni sevgi ilə sevrik .bir birmizin fikrnə və inancina hörmətlə yanaşmaliyiq.,2
Hazreti Muhamdə də İmam Aliyədə İmam Hüseynedə canmiz fəda.İmamlarmzda Peyğənbərlərmzdə Qurani kərmdə dinmzdə çox sevrik .xaiş suni şiə söhbəti etməyin .hamiz müsəlmaniq,2
Ya Allah Muhammeden Rasululah umetingi yardamci ol INSHALAH 🙏,2
Az kaldi kardes agdam fuzuli yan ysna. Insallah yarin goruruz o sehirleri,2
Amin,2
sad xəbər olasiz.Şükür sənə Allahim 🤲🏻,2
Azerbaycan seni sevirem❤️🇦🇿💪🙏,2
Yawasin azerbaycan,2
Gelebe bizimdir,2
Size qurban olum ordumuz qelebe sizinle olsun amin,2
"inşAllah.mən Rusiyada yaşayıram.ailəm üçün,Vətənim üçün çox narahatam😔",2
:( insallah duzeler her sey,2
amin,2
cavab üçün çox sag olun🤲,2
ALLAH ƏSGƏRLƏRİMİZİ MİLLƏTİMİZİ QORUSUN,2
"🇦🇿QARABAĞ AZƏRBAYCANINDIR!
🇹🇷Karabağ Azerbaycana ait!
🏴󠁧󠁢󠁥󠁮󠁧󠁿Karabakh belongs to Azerbaijan!
🇨🇵Le Karabakh appartient à I'Azerbaïdjan!
🇩🇪Karabach gehört zu Aserbaidschan!
🇺🇦Карабах належить Азербайджану!
🇧🇾Карабах належыць Азербайджану!
🇷🇺Карабах принадлежит Азербайджану!
🇬🇪ყარაბაღი ეკუთვნის აზერბაიჯანს!
m🇮🇩Karabakh adalah milik Azerbaijan!
🇳🇱Karabakh behoort tot Azerbeidzjan!",2
Yasasin Azerbaycan Turkiye kardesliyi yasasin butun Turk birliyi yasasin yer uzunde yasayan tum turkler selam olsun hepinize Azerbaycan ele bir gòzel memleketdir ki orada yasayan insanlari Allah korusun yasasin bu muharibe bir tarix yazir Azerbaycanda tum insanlar son damla kanin axidacaq torpaklarin alacaq buna inanin,2
Yaşasın AZƏRBAYCAN ORDUSU 🇹🇷🇹🇷🇹🇷🇦🇿🇦🇿🇦🇿🇦🇿,2
YA  RƏBB  KÖMƏK  OL  ORDUMUZA!!  AZƏRBAYCAN  ƏSGƏRİ  İRƏLİ,2
İRƏLİ AZƏRBAYCAN,2
Ne gozelliksen sennSusaa.,2
Sizin gadanizi alim,2
YAŞISIN AZƏRBAYCAN  ALLAH HƏRBİÇİLƏRİMİZİ QORUSUN ŞUŞUDA AZƏRBAYCANIN BAYRAĞI DALĞALANSIN,2
YAŞASİN AZƏRBAYCAN ORDUSU SİZİNLEYİK SİZİNLEYEM AZERBAYCAN İLHAMLA İRELİ,2
Size Qurban Azeri Esgerleri Sizinle Fexir Edirik,2
Canim Azerbaycan canim Turkiye,2
"🇹🇷🇦🇿🇹🇷🇦🇿🇹🇷🇦🇿🇹🇷🇦🇿
Tek millet, iki devlet 
🇹🇷🇦🇿🇹🇷🇦🇿🇹🇷🇦🇿🇹🇷🇦🇿
Çırpınırdın Karadeniz, 
Bakıp Türk'ün bayrağına, 
Ah ölmeden bir görseydim, 
Düşebilsem toprağına. 
🇹🇷🇦🇿🇹🇷🇦🇿🇹🇷🇦🇿🇹🇷🇦🇿
💪🇹🇷  💪🇦🇿👈
Türkiye 🇹🇷Azerbaycan 🇦🇿
Dağlık Karabağ Azerbaycan toprağıdır. 
🇹🇷🇦🇿🇹🇷🇦🇿🇹🇷🇦🇿🇹🇷🇦🇿",2
Bastığın yeri inlet azerbaycan ordusu. 80 milyon arkanızda,2
Mubarekdi fizulini qaytardig,2
Alin Susani Qardas Sefeviler,2
Yaşasin Azerbaycan Turkiye,2
QARABAĞ BİZİMDİR BİZİM OLACAQ.🇦🇿🇦🇿🇦🇿❤🇹🇷🇹🇷🇹🇷,2
Halaldı Azərbaycan Respublikası Azərbaycan əsgəri irəli,2
Ya Ərşin sahibi bütün hərbiçilərimizi əsgərlərimizi qoru,2
Yaşasın Azerbaycan Esgerleri,2
bəli. Rəsmi məlumatdı.,2
inşAllah🤲🤲dua etməkdən başqa əlimizdən heç nə gəlmir,2
Allah  güclü və şanlı Azərbaycan ordusunu qorusun inşallah. ♥️🇦🇿♥️🇹🇷♥️🇦🇿✊💪,2
Qələbə bizimdir .Heç kəsin bundan şübhəsi olmasın💪💪☝️☝️🇦🇿🇦🇿🇹🇷🇹🇷,2
Amin,2
"Allah sehidlerimizin,esirlerimizin qanini yerde qoymasin Amin",2
Ay size Qurban menim igid qardaslarim ugurlar size 🇹🇷🇦🇿♥️♥️....sizinse agziniza pox uduzun bax bele kafdarlar 🐆🇦🇲😃🥴,2
Allahda bela gelsin olara uca Rabbim esgerlermiz qorusun Amin 👋🇦🇿,2
"Allah əgərlərimizə dayaq olsun , Ya Rebbim  qoru əsgərlərimizi",2
Dua edin Ordumuzcun 🇦🇿,2
Yaşasın Azərbaycan ordusu🇦🇿💪,2
Allah sen ozun bu torpaq getmeyi qismet et,2
İnşallah her şey yaxsi olacaq . Qarabağ bizimdir,2
"ALLAH, MUHEMMED, YA ELI ÖZÜN KOMAK OL.",2
Yaşasin azarbaycan 🇦🇿ireli ordumuz,2
Inwallah!,2
"Həəəəə pələnglər,irəli.İn şa Allah,Allah bizimlədi.Allah bizimlədisə bizə garşı kim olur olsun,xeyri yoxdu.Gələbə bizimdi.İn şa Allah.Mən Azərbaycanın igid oğulları ilə fəxr editəm.",2
Şükürlər olsun Yaradana 🙏,2
Qalx ayaga Azerbaycan,2
Sevincden agladim..Sukur Ay Allah.Cox sukur🇦🇿,2
Yaşasın.,2
Ya Allah Ya Huseyn komey olsun Ireli Azerbaycan,2
"ALLAHIM AZERBEYCAN'I KORU 
🇹🇷BERLİN'DEN BİR TÜRK HANIM",2
Türkiye yanınızda kardeşlerim,2
Allah əsgərlərimizə kömək edəcək Allah sizi qorusun Amin inşallah 🙏🤲,2
Ya Rəbbim sən qoru əsgərlərimizi.🤲🤲🤲,2
ALLAH OZI QORUSUN VETENIMIZI ESKERLERIMIZE QUVE VER ILAXI YALVARLRAM SAN  BOYIKSEN  QLYMA  CAVANARLMLZA  OZIN  KOMEY  OL  VETENIMIZI  ALLAQ  🤲🤲🤲  🇦🇿 INWALLAX,2
Ayyy Allah ozun komek ol🙏🙏🙏🙏🙏,2
Ay Allah ozun komek ol,2
İnşallah,2
Aminnn INWALLAH,2
İnşALLAH,2
Allah ordumuzu gorusun! 🇦🇿,2
ALLAH ƏSGƏRLƏRİMİZƏ KOMƏK OLSUN İNŞALLAH,2
ALLAHIM ORDUMUZU QORU 🤲,2
Inşalla,2
Yawa Azerbaycanimiz❤️❤️❤️,2
Allah yar ve yardımcımız olsun Allah bütün esgerlerinizi gorusun,2
Azerbaycan i turkleri gelir qaçın.!🤭,2
Allah kömək olsun ordumuza,2
Qerib yerde olsamda ureyim vetencun doyur Allah qorsun esgrlerimizi,2
Allah köməyiniz olsun Azərbaycan əsgəri,2
Pakistan da kömək eliyir?Allah hamısını qorusun🤲,2
Amin ALLAHIMI SEN HAQQIN ARXASINDASAN SEN BU HAQQ SAVASDA ORDUMUZA QUVVET VER QORU. 🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿SEN BIZIMSEN BIZIMSEN AZƏRBAYCAN QARABAG,2
Giren wuwanin  zarisdi kendin  birde Agdamin Gulablisin  girecemmi  inwalah gederik,2
Müharibə başlayıb?mən Rusiyada yaşayıram.əzizlərim üçün çox narahatam.xahiş edirəm biri mənə cavab yazsın😭,2
Türkler geliyor,2
❤❤❤❤🇹🇷❤🇹🇷❤🇹🇷🇹🇷❤🇹🇷❤🇹🇷❤🇹🇷❤🇹🇷❤🇹🇷❤❤❤❤❤❤❤,2
Amin,2
Allah razi olsun,2
Amin Allah.,2
Amin qardaslarimiz,2
Amin,2
Amin abla,2
Allah köməyin olsun əsgərlərimiz həmişə qoru🤲🤲🙏♥️🇹🇷🇦🇿,2
Amin,2
Amin. Inwa Allah.,2
"Salamlar hamiya,Allah esgerlerimizi qorusun,tezliknen wad xeberi esidek,bu bele. Birde sozum odur ki,soyus soymeyin burda xanimlarda var ayibdi,soyun ermenileri amma pis soyuslernen yox. Tesekkurler",2
ele bizde burda olsaqda cox narahatiq 😔qardaslarimzi Allah qorsun bizim elimzden ne gelirki,2
👏əsgərlərimiz 6 kəndimizi.aldılar.gözümüz aydın olsun,2
AZERBAYCAN TÜRKIYE💙❤💚AZERBAYCAN TÜRKIYE💙❤💚AZERBAYCAN TÜRKIYE💙❤💚AZERBAYCAN TÜRKIYE💙❤💚AZERBAYCAN TÜRKIYE💙❤💚AZERBAYCAN TÜRKIYE💙❤💚AZERBAYCAN TÜRKIYE💙❤💚AZERBAYCAN TÜRKIYE💙❤💚AZERBAYCAN TÜRKIYE💙❤💚AZERBAYCAN TÜRKIYE💙❤💚AZERBAYCAN TÜRKIYE💙❤💚,2
Amin InSALLAH ALLAH AGIZINIZDAN ESITSIN TEZ BIR ZAMANDA TORPAGLARIMIZ AZAD OLSUN,2
Allah cumlemize komek olsun inşaAllah Qarabagda Arzuma cataq ucun sebirsizle gozluyurem,2
Allah komey olsun size🤲,2
Allah qismət eləsin Müharibə Allah sehidlermize Rəhmət Diləyirəm 🙏 Sehidlermizin qanni yerde qoymariq,2
"Allah butun. Esgerlerimize komek olsun.wehidlerimize. Allah teala rehmet elesin.
 Yollar acilsaydi. Men kimi. O qeder. Vetensever. Qardawlar. Rasiyada. Bawqa   olkelerde. Qalibdiki. Gelib. Vetenimi qoruyardiq.",2
Allah əsgərlərimizi qorusun.  İnşallah itkisiz ötüşər 🤲 dualarımız sizinlədi,2
"İnşəAllah ürəkli, düşməni öldürməyə qadir, qoçaq oğlanlarımız erməni dığalarının öhdəsindən gələrlər. Ürəksiz, qandan qorxanları isə aparıb ora tökməyin mənası yoxdur. Öldürməyə qadir olmayanlar da vətənə başqa xidmətlər etsinlər. Tezliklə torpaqlarımızı Cənab prizdentimizin başçılığı ilə , Allahın köməyi ilə! Xilas edərik! İmza: Sevinc x.",2
"Mən gedə bilməmişəm hərbiyə 
Ama ən böyük arzum şərəfsiz erməniləri həyatdan silmək və vətən uğrunda ölmək di
Necə dəfə vaynkomata getdim nə qədər müraciət etdim baxan olmadı bu saat onlar orda atışma gedir mənim canım dan can gedir niyə gedə bilmədim 😪😪😪",2
Allah bütün əsgərlərimizə kömək olsun inşallah bizlərə şad xəbər gətirsinlər allah qorusun sizi inşallah,2
Allah qorusun Amin!😞Her sey İnsallah yaxsi olar......Allah Azerbaycan ordusunu ve Azerbaycan igidlerimizi qorusun.,2
"Veteni siz, sizi de allah qorusun .Nece getmisinizse, o formada da öz ayaqlarinizin ustunde salamat qayidasiz evinize🖑🖐🖑🖐🖑🖐💌",2
Allahım sən özün qoru əsgərlərimizi. Yardımçıları ol hərbiçilərin .Heç bir ananı göz yaşlı qoyma ya Rabbim . Amin İnşallah,2
sax salamet get gel allah butun esgerlermizi qorusun amin ❤,2
Taməmən doğru,2
Doğru,2
Allah heç bir valideyini gözü yaşlı qoymasın deyilsinki sülh oldu torpaqlarımız qaytarılıb birdaha analar ağlamayacaq övladlar atasız qalmayacaq,2
O sözü hec vaxt eşitmeyeceyik.ALLAH biz kasiblarin övladini qorusun,2
düz deyirsən inanınki mənim qohumlarımda o qədər şəhid  olan oğullar var hal hazırda vətənində xidmət edən var ALLAH qorusun əsgər qardaşlarımızı,2
Caniniz sagolsun,2
prizidentimize cox saqol deyirem,2
Siz məni səf başa düşdüz ola bilər. Mən rəyi Asiman bəyə yazmişdim. Və demək istəyirdim ki bu vətən hər kəsindi. Varli insaninda vətənidi kasib insaninda.,2
sizi sag salamat gozleyirik inwallah !Allah amaninda 🙌🙌🙌🙌dualarimiz sizinledir,2
Allah her zaman bawinizin ustunde olsun !!!,2
Azərbaycanin igid oğullari mənimlə bərabər döyüşəcək sən narahat olma,2
Şəhidlik uca zirvədi,2
Allah əsgərlərimizi qorusun hamisi sag salamat qələbəylə evlerine sevdiklərinin yanlarina donsunler🤲,2
"Allahım sən ÖLKƏMİZƏ yardımçı ol . Allahm sən səngərlərdə düşmənlə üzbəüz olan ƏSGƏRLƏRİMİZƏ güc qüvvət ver onları qoru İnşəAllah  Amin. Ya Rəbbim sən heç bir Anaya bala dagı göstərmə, heç bir Ananı gözü yaşlı qoyma İnşəAllah Amin.",2
"Belə mərd,mubariz ogullarımızla qurur duyuruq.Allah sizi duşmən atəşindən amanda saxlasın.Sag-salamat əzizlərinizə qovuşasız.inşəAllah 🤲",2
Tarixi köklərə bağlı olan Azərbaycan əsgəri Vətən sevgisinin dərk edərək döyüşə qələbə əzmi ilə başlayır.,2
Azərbaycan güclü dövlətdir və onun istənilən zaman düşmənə sarsıdıcı zərbələrlə cavab vermək iqtidarında olan qüdrətli ordusu var.,2
"Azərbaycan Ordusu bir daha nəyə və nələrə qadir olduğunu, ola biləcəyini göstərdi. Şəhidlər də verdik, yaralılarımız da var. İstəsək də, istəməsək də, bunlar amansız müharibənin qanunlarıdır",2
Aynən oylə Azərbaycanda Mübariz kimi qardaşlar çoxdur sadəcə döyüşə səfərbərliyə hərbiyə gedəndə niyetiniz duz olsun o olmaliki Allah rizasi ucun Azərbaycan torpaqlarını azad etmək uğrunda Azərbaycanlilarin qisasin almaq uğrunda erməniləri və Ermənistana yiğişan teröristleri oldurmək gəbərtməy niyətiylə gedmək lazımdır şəhid olmaq qazı olmaq nəsib məsələsidir kəsəsi öldürmək məhv etmək üçün gedmək lazımdır şəhid olmaq qazı olmaq üçün yox ölmək üçün yox yaşaq üçün getmək lazımdır lütfən buna diqqət edin. Allahu təala belə buyurur vuruşun döyüşün sizinlə doyuşənlərlə vuruşanlarla vuruşun sizinlə vuruşanlarla doyuşənlərlə siz Allah rızası üçün vuruşun. Və qisasda sizin üçün xeyir var. Və malınız canınız namusunuz qanının sizə halla oldu onun uğrunda ölən varsa şəhiddir ☝️Allahu Əkbər,2
Allah xalqimiza komek olsun Şehidimize de rehmet elesin Amin,2
Allahım sizinle olsun inşaallah güzel balalar indi iki ruket namaz qıldım esgerlerimiz üçün dua etdim allah sizleri qurusun inşallah canlarımız ezizlerimiz dualarımız sizinle eziz balalar 🤲🤲🤲,2
"Müharibə şəraitində yaşayan, torpaqları işğal altında olan ölkə üçün ordu quruculuğu həyati əhəmiyyətə malik məsələlərdən biridir. Bunu nəzərə alan Prezident, Ali Baş Komandan İlham Əliyev hakimiyyətinin ilk illərindən müasir silahlarla təchiz olunan, yüksək döyüş qabiliyyətinə malik ordu yaradılması istiqamətində davamlı və qətiyyətli iş aparır.",2
Allah askarlerimizi goru Amin,2
"Başımız sağolsun,kardeşlerimizin yanındayız daima",2
Necə olursa-olsun torpaqlarımız azad olunmalıdır,2
Allah qorusun əsgərlərimizi.sülh yolunda danışıqlar aparılsın .müharibə isdəmirik .Gammatın balaları ölməyə.,2
Uğur olsun Azərbaycan! Səfər bizdən zəfər Allahdan.,2
Allah esgerlerimizi qorusun Amin InsaAllah🤲hami esgerlerimiz ucun dua elesin Allah Ana bacilarimizi gozu yasli qoymasin Amin InsaAllah🤲,2
Salam Qardaşlar Məndə O Təlimlərdə Könüllü  İşdirak Etmək İsdəyirəm Kömək Edən Olsa Sevinərəm,2
Allah şəhidimizi rəhmət eləsin və hərbi qulluqçularımızı qorusun. AMİN,2
"Prezident İlham Əliyevin rəhbərliyi ilə, eyni zamanda, ölkəmizin ərazi bütövlüyünün bərpa olunması istiqamətində qətiyyətli siyasət davam etdirilir.",2
ALLAH RƏHMƏT ELƏSİN BÜTÜN ŞƏHİDLƏRİMİZƏ.,2
Düşmənlərimizi rəzil eylə. Amin !,2
Allah qardasimizi rahmat elasin,2
Allah rehmet eləsin Sebdimize mekanı cennet olsun ureyim parçalanır.Allah qorusun esger zabitlərimizi Amin,2
Əsgərliyə vaxdım çox olsada hazıram vətən uğrunda cannan keçməyə təki vətən sağolsun,2
"Allah  bütün əsgər və zabitlərimizi , hərbicilərimizi  qorusun 🙏",2
"Allah şəhidimizə rəhmət eləsin, əsgərlərimizi qorusun. İnşallah qalib biz olacağıq, çünki haqqımızdı",2
Ölkə Başçısı İlham Əliyev daim xalqın düşünərək xalqın xeyirinə qərarlar verir.Bu qerarları xalqda desteklıyır.,2
"Bu günlərdə hamımız bir yumruq kimi dövlətimizin və Ali Baş Komandanımızın ətrafında birləşməli, hər bir addımda xüsusi həssaslıq nümayiş etdirməliyik.",2
yüz faiz dogrudur.,2
Amin day bəsdi qan töküldü ya o yanlıq olsun ya bu yanlıq Sülh yoluynan alaq torpaqlarımızı Day bəsdi yetər !!!,2
salam xanim,2
Allah san ozun bizim vatani xalgl va askarlarimizi goru amin ya Rabbil alamin,2
it kimi sürünməkdənsə kişi kimi ölmək yaxşıdır.Erməni nə zibildir ki bizə deyir qeyrətimiz varsa gəlin alın torpaqları.Ya şəhid olaq ya qazı.Ləkə ilə yaşaya bilmərik.Gec ya tez hamımız öləcəyik.Şərəfli ölüm hamıya qismət olmur.Allah  Allah yar ve yardımçı olsun.Amin,2
Allah ozu sizi yar olsun 🤲,2
"biz ölənlərdən artıq deyilik yeri gəlsə mən özüm şəxsən Vətənçün ölməyə də hazıram , ama yetərki bu namussuzluq bitsin torpaqlarımız geri qayitsın .",2
Allah rəhmət etsin,2
Allah ölkemzi ve dövletizimizi ve eskerlermzi qorsun.bütün azeri xalqi bir olagin digalarin başin ezeyin,2
Gozumuz aydin olsun. Allah bizi bu sinagdan bu doyuwden uzu ag cixmaga yardimci olsun. Amin Inwe Allah.,2
Allah kömək olsun Azərbaycan🇦🇿🙏🙏 canım əsgərim Allaha əmanət olun🙏🙏,2
Allah Şəhidlərimizə rəhmət eləsin Allah yerlərin cənnət etsin amin.. inşallah Qarabağı geri Alıb onların ruhların şad edərik amin🙏🙏🙏🙏🇦🇿,2
Allah qorusun əsgərlərimizi milletimizi Allah öldürsün ermənini də putini heç gismət olmasın olara nə müharibə nə də torpaq,2
"Allah rəhmət etsin, məkanı cənnət olsun. Amin. 
Lələtəpədən Xankəndi vurulmalıdı,  müharibəni Qarabağa yönəltmək lazımdlr.",2
Allah'ım bütün cəbhədə olanları Əsgərlərimizi Mehmetciklərimizi Komutanlarımızı Qorusun Amin Allah,2
"ALLAH Vetenimizi , esgerlerimizi gorusun . ALLAH Xalgimizi gorusun . Amin .",2
Korpe balalar gedir sen ozun qoru Ay Allah,2
Allah qorsun eseglerimizi herbicilerimizi ALLAH OZU yar olsun eseglerimize 🤲🙏,2
Bütün dualarımız sizinlədi igid əshərlərimiz ALLAH sizi gorusun,2
Sehidimiz Elsen Memmedov allah rehmet elesin,2
Allah millətimi qorusun 🙏,2
Allah qorusun ordumuzu🙏,2
ALLAHIM ÜZÜMÜZÜ AĞ ÇIXAR BU SINAĞDAN AMİN🤲🏻🤲🏻🤲🏻,2
"AALLAH vətənimizi, millətimizi və ordumuzu kafirlərin çirkin niyyət və əməllərindən qorusun AMİN",2
BİZİM  DAVAMIZ  HAK  DAVASIDI  İNTİQAM  ALMAQ  VAXTI  CATDDI  BİZİM  QARŞIMIZDA  HEC KİM  DURA  BİLMƏZ  İNŞALLAH ☝,2
Allah ölkəmiz yardımçısı olsun🇦🇿,2
BÜtün Azərbaycanın duaları sizinlədi..Allah bütün hərbicilərimizi qorusun.,2
Allah bütün Əsgərlərimizi qorusun,2
KARABAH IS PART OF THE AZERBAIJAN!,2
HALAL OLSUN BACIM MENIM SENI DUNYA GETIREN ANANIN ELLERINDEN OPEREM.BAS EYIREM QABSGINDA 👏👏👏,2
ALLAH Azerbaycanın yardımcısı olsun Türkiye olarak her zaman yanınızdayız,2
Aslanın  erkəyi dişisi olmaz  bacım  mən  könüllü  olaraq  yazılmışam   gedəcəm  inşallah,2
təşəkkür edirəm  bacım,2
Wehidlerimize Allah rehmet etsin yaralllarlmlza wefa olsun,2
"Allahım sən əsgərlərimizə güç qüvvət ver. İnşallah qələbə qazanıb, qələbə bayramımızı gözəl Qarabağımizda keçirək. Gecə gündüz ,soyuqda,istidə  torpaqlarımızı müdafiə edən hərbçiləri Allah saxlasın, hər biri sağ salamat ailəsinin yanına qayıtsın.",2
Azerbaycan  esgeri  sizinle  fexr  edirem  qelebe  sizinle  olsun 👏👏👏👍,2
Mən şəxsən istəmirəm müharibə olmağını yaşasın sülh,2
Allah bütün Azərbaycan Xalqımızı və Əsgərlərimizi qorusun Amin ilahi Amin!!!!,2
ALLAH bütün hərbçilərimizi qorusun AMİN,2
Ne az adam Amin deyir biz Cox olmaliyiq,2
Beli 🤲Allah komeyelerinde dursun butun esegerlerimizin 🤲,2
Şehidlik zirvesi allah reva gorur istediyine..O şerbeti temiz halal pulla boyumuş balalara reva gorub allah...Heç vaxt haram pulla boyumuş insanlara qismet olmaz o ..şerbet..Şehidler allah terefinden seçilmişlerdii...Heç aglamiyin sizlamiyin allahin buyrugudur...canim qurban allaha...o varli memur balasi deyirsiz.  Olar istesede şehidlik zirvesine çata bilmezler..Çunki allah istemez onlari...,2
bəli bu dəqiqdi. Şəhidlik uca zirvədi,2
Çətin məsələdi,2
Amin AllAhim qorusun herbicilerimizi,2
Amin 🤲inSALLAH ALLAH SIZLERI QORSUN,2
səbəbini bilirsən,2
Amin,2
Amin🙏🏻,2
Amin yarəbbim amin,2
Amin 🙏,2
Çox düz dediniz bu sözü,2
Allah rəhmət eləsin,2
melek İnşallah  .,2
"Amin  Yarəbbim 
Amin Allahım  dualarınızı qəbul eləsin inşallah",2
Təşəkkür. Hərbiriniz  üçün   dua   edəcəm   ALLAH   SİZLƏRİ   QORUSUN,2
Allah razi olsun  çox sağ olun,2
"Könüllü   olaraq    yazılmısınız  
GEDİN    İNŞALLAH   Sağ Salamat    qayıdarsız  . ALLAHIM   SİZİ   QORUSUN   .",2
Halal   olsun  !   Belə   qadınlarımız   Çoxdur   var   olun   Hamısı .  MƏN DƏ   GEDƏRƏM  !   Mənim    arzum  budur  ki    Vətənimə   xirmət    edim    Şəhid   olum  !   İnşallah,2
əla,2
Aparsinlar gedekde biz o canini qoyan şehidlerden artiq deyilik onlarin analari gozu yasli qalirsa veten ugrunda bizimde analarimiz gözu yaşlı qalsin vətənimiz uğrunda,1
toplannanlar dəyişəndə cəm dəyişmir,1
size gulagb asa asa depresiyaya dusmek olar.,0
hansi hekim psixoloji problemleri olannan istifade edir onun balasi da ele onnan ceksin bawa duwsun oda.,0
bir yere gedende ozumu itirirem beynime nese olur elebil deli kimi oluram😭😭😭😭,0
sen nevroloqsan depressiya hara sen hara? o sahe psixiatra aiddi,0
herdem deli̇ ki̇mi̇ şeyler edirem  tez tez esebleşi̇rem 😭😭😭😭,0
başm gicildeyir beynime nese olur herdem heç anlamiram ne olur😭😭😭😭😭😭😭😭😭😭,0
hekim salam mende  sinir  agrisi kureyde bir terfede qolun kokunde agri her zaman his edrem agriyan yer sanki key kimi ve cox esebilik hal.hazrda novostres qebul edrem,0
dxtur salam menim anamin ayaqlari sisden qapqaa kwmer kimi kesilib .xais edrem ne olae,0
durdug yerde beynim dayanir esebleşrem telaşlaniram😭😭😭😭,0
başımı aşağı eyende beynime nese olur dayanir deli kimi oluram ne elediyimi bilmirem😭😭😭😭😭,0
gülende sevinende beynim dayanir😭😭😭😭,0
nese qaldıranda beynim nese olur dayanir beynim deli  kimi oluram neler olur beynime vaaa😭😭😭😭😭,0
durduq  yerde bedenin esir esebleşirem😭😭😭😭😭,0
beynime nese  pis  şe olur anlamıram 😭😭😭😭,0
cox gozel danisir,2
beynime çoz piş olur ozumde anlamıram  deli̇ ki̇mi̇ oluram😓😓😭😭,0
durdug yerde beynim dayanir  deli̇ ki̇mi̇   şeyler geli̇r beyni̇me   deli̇  ki̇mi̇  oluram😭😭😭😭,0
beynim  i̇şlemi̇r    kömek  edi̇n😭😭😭😭,0
fikirleşe bilmirem heçne deli̇  ki̇mi̇  oluram beyni̇m dayanir 😭😭😭😭,0
deyesen men depresiyaya duwurem,0
deli deli hereketler edirem danşmayım  deli̇ ki̇mi̇ danişiram😭😭😭😭,0
beynime qeribe şeyler gelir qorxuram ve yeniden depresiyaya girirem beynim dayanir😭😭😭😭😭,0
durduq yerde deli̇ ki̇mi̇  qişqirmağ i̇steyi̇rem esebleşi̇rem 😭😭😭😭,0
nefesimde  dehset  daralir😭😭😭,0
beynim dayanir komek edin deli̇  ki̇mi̇ oluram😭😭😭😭,0
depresiyadayam,0
nevrolog ne vaxtan psixiatr olub,1
qorxanda esebleşende beyni̇m dayanir nese olur beynime deli kimi oluram 😭😭😭😭😭,
danşanda   beyni̇m  i̇şlemi̇r   deli̇   hereketler   edi̇rem😭😭😭😭,0
biraz normal olanda pramoy yeniden duşurem depresiyaya  delikimi oluram telaşlaniram qorxuram çoxxx   deli̇ ki̇mi̇ oluram😭😭😭😭,0
birşey fikirleşe bilmirem😭😭😭😭😭😭😭,0
danişmadiğim     elemedi̇yi̇m    şeyleri̇  edi̇rem    komek edin deli  kimi  oluram😭😭😭😭,0
helle deli̇  deli̇  danişiram😭😭😭😭,0
durduq yerde deli kimi oluram  bilmirem ne edim telaşlanıram titriyrem coxxx olurem elebil😭😭😭😭,0
mende var depresiya,1
ureyimde  öz  özume  danişiram  deli̇ ki̇mi̇😭😭😭😭,0
durduğ yerde beyni̇m  dayanir😭😭😭😭,0
danşanda tam yaxşi beyni̇m i̇şlemi̇r fi̇ri̇kleşe bi̇lmi̇rem beyni̇m dayanir deli kimi oluram 😭😭😭😭,0
"bir   yere    gedi̇rem    geli̇rem   eve   
  ne   etdi̇ymi̇     bi̇lmi̇rem    beyni̇m   dayanir😭😭😭😭",0
salam. həkimin əlaqə nömrəsi video daxilində qeyd edilib. əlaqə saxlayaraq sualınızı bir başa özünə yönləndirə bilərsiniz. kanalimizi izlediyiniz ucun tesekkur edirik. abunə olmagı unutmayın ),1
elebil men deyilem menim hereketlerim deyil beyni̇ i̇şlemi̇r   deli̇   ki̇mi̇yem😭😭😭😭,0
2ildi antidepresant qebul edirem.serotanin nevaxt qalxacaq ?,1
